Words; Positive; Negative; Neutral
तुंबुक: 0.9741929738958608 0.0 0.02580702610413917 
नयनसलिल: 0.9999267684929278 1.0605489817910769e-05 6.262601725422307e-05 
झमेला: 0.9976610160699424 0.0015595591732867021 0.0007794247567708893 
अल: 0.9999209304193066 1.0027916266207452e-05 6.904166442719822e-05 
पिंजरक: 0.9999209304193316 1.0027916266855807e-05 6.904166440153272e-05 
नयनवारि: 0.9999267684929277 1.0605489817938523e-05 6.262601725438696e-05 
हरतार: 0.9999209304193316 1.0027916266856224e-05 6.904166440150772e-05 
पिण्डफल: 0.9741929738958608 0.0 0.02580702610413917 
अंजू: 0.9999267684929273 1.0605489817994032e-05 6.262601725471474e-05 
पचड़ा: 0.9976610154301958 0.001559559599849168 0.0007794249699550708 
बिड़ालिका: 0.9999209304193317 1.0027916266857057e-05 6.904166440145768e-05 
हरा प्याज: 1.0 0.0 0.0 
कुल: 0.9999274918911141 9.729722714662004e-06 6.277838617122607e-05 
गोदंत: 0.9999209304193318 1.0027916266858724e-05 6.904166440135764e-05 
मींगी: 0.9994955826842924 2.0136411147978756e-05 0.00048428090455961625 
चिरौंजी: 0.9999184963540316 9.733920738890594e-06 7.176972522946409e-05 
पैशाचिक: 1.0 0.0 0.0 
असुरी: 1.0 0.0 0.0 
अमानुषीय: 0.9999273039034915 9.757445466001226e-06 6.293865104251295e-05 
राक्षसी: 1.0 0.0 0.0 
असुरीय: 1.0 0.0 0.0 
आसुर: 1.0 0.0 0.0 
अमानुषी: 0.9999273039034827 9.757445475496559e-06 6.293865104181243e-05 
असुर स्त्री: 1.0 0.0 0.0 
राक्षसीय: 1.0 0.0 0.0 
अमानुषिक: 0.9999273039034827 9.757445475496587e-06 6.293865104181262e-05 
चिकनापन: 1.0 0.0 0.0 
स्निग्धता: 1.0 0.0 0.0 
चिकनाहट: 1.0 0.0 0.0 
नेही: 0.7543511290455651 0.0 0.24564887095443494 
लालक: 0.999530027761498 1.138498380422418e-06 0.00046883374012160147 
छोही: 0.7539743403782498 0.0 0.2460256596217502 
स्निग्ध: 0.7543592507082083 0.0 0.2456407492917917 
सनेही: 0.7543592507082083 0.0 0.2456407492917917 
स्नेही: 0.7543592507082083 0.0 0.2456407492917917 
एक्स्ट्रा: 0.9994921795419849 0.0 0.0005078204580151488 
अडिशनल: 0.9994921795419849 0.0 0.0005078204580151488 
अडिश्नल: 0.9994921795419849 0.0 0.0005078204580151488 
तमस नदी: 0.9999182583626787 9.727227092773512e-06 7.201441022854126e-05 
अशुभ्र: 0.9999272986972163 9.741286339679353e-06 6.29600164440534e-05 
शिति: 0.9999214012000307 1.1605425551561483e-05 6.699337441779145e-05 
कुँवाँ: 0.9999199042558339 9.603704975294537e-06 7.049203919086006e-05 
टौंस: 0.9999182583626787 9.727227092773512e-06 7.201441022854126e-05 
तमसा: 0.9999182583626787 9.727227092773514e-06 7.201441022854126e-05 
टौन्स: 0.9999182583626787 9.727227092773514e-06 7.201441022854126e-05 
अंधियारा: 0.9999238884910626 1.0799630438808828e-05 6.531187849862173e-05 
अन्धियारा: 0.9999238885812968 1.0799605064384546e-05 6.531181363879661e-05 
असित: 0.9999189265343552 1.2961453812741404e-05 6.811201183201104e-05 
टौन्स नदी: 0.9999182583626787 9.727227092773514e-06 7.201441022854126e-05 
नगरी: 0.9999272986185795 9.707931841187728e-06 6.299344957927978e-05 
कुँआँ: 0.9999199042558339 9.603704975294537e-06 7.049203919086006e-05 
स्याह: 0.999927298669547 9.741288481099076e-06 6.296004197195406e-05 
अश्वेत: 0.9999272986409948 9.741290690843985e-06 6.296006831434339e-05 
श्याम: 0.9999277922636718 9.698637300305227e-06 6.250909902789842e-05 
कूवाँ: 0.9999199042558339 9.603704975294537e-06 7.049203919086006e-05 
पुर: 0.9998812543687422 8.58979984975679e-06 0.00011015583140804764 
इँदारा: 0.9999199042558339 9.603704975294537e-06 7.049203919086006e-05 
तमसा नदी: 0.9999182583626787 9.727227092773516e-06 7.201441022854127e-05 
अँधेरा: 0.99992388858115 1.0799605103511972e-05 6.531181374647915e-05 
टौंस नदी: 0.9999182583626787 9.727227092773518e-06 7.201441022854129e-05 
कुआँ: 0.9999199042558339 9.603704975294537e-06 7.049203919086006e-05 
कुवाँ: 0.9999199042558339 9.603704975294537e-06 7.049203919086006e-05 
कूआँ: 0.9999199042558339 9.603704975294537e-06 7.049203919086006e-05 
अन्धेरा: 0.9999238885808563 1.0799605181766836e-05 6.531181396184427e-05 
मेचक: 0.999927293554281 9.741650335064867e-06 6.296479538395628e-05 
तमस् नदी: 0.9999182583626787 9.727227092773523e-06 7.201441022854133e-05 
तमोगुण: 1.0 0.0 0.0 
सियाह: 0.9999272986972163 9.741286339676329e-06 6.296001644403386e-05 
इंदारा: 0.9999199042558339 9.603704975294537e-06 7.049203919086006e-05 
स्थानक: 0.9998930554290842 8.95283927957684e-06 9.799173163617546e-05 
नगर: 0.9999272986185113 9.707931841186391e-06 6.299344964753154e-05 
पत्तन: 0.9999272986185113 9.707931841186391e-06 6.299344964753154e-05 
अँधियारा: 0.9999238885799495 1.0799605437527308e-05 6.531181461300819e-05 
शहर: 0.9999272986185113 9.707931841186391e-06 6.299344964753154e-05 
सिटी: 0.9999272986185113 9.707931841186391e-06 6.299344964753154e-05 
कूप: 0.9999199042558339 9.603704975294537e-06 7.049203919086006e-05 
कूवा: 0.9999199042558339 9.603704975294537e-06 7.049203919086006e-05 
अंधेरा: 0.9999238885784553 1.079960584979781e-05 6.531181569490314e-05 
काला: 0.9999270769259848 9.782024409564343e-06 6.314104960560296e-05 
अज्ञता: 0.9997385337099343 5.026692845766329e-06 0.0002564395972199822 
नादानी: 0.9997427864846186 5.125184992680506e-06 0.00025208833038873756 
अव्याकृत: 1.0 0.0 0.0 
अविवेकिता: 0.9997427218337507 5.123583488883574e-06 0.0002521545827604733 
मूर्खता: 0.9997501363266744 5.355802793846796e-06 0.0002445078705317047 
अविद्या: 0.9999270574084013 9.695788651940743e-06 6.324680294674677e-05 
नासमझी: 0.9997423329725829 5.113950785464515e-06 0.00025255307663164773 
अविज्ञता: 0.9999268102037706 9.68399855324144e-06 6.350579767613365e-05 
अज्ञानपन: 1.0 0.0 0.0 
मतिहीनता: 0.9997482143997359 5.30872178896759e-06 0.0002464768784750898 
बेवकूफ़ी: 0.999745585827831 5.244330263877381e-06 0.00024916984190513115 
राहु: 0.9999277202897116 9.723596569665172e-06 6.255611371877005e-05 
विधुन्तुद: 0.9999277202897116 9.723596569666605e-06 6.255611371877928e-05 
नभाक: 0.9999277202897116 9.723596569663737e-06 6.255611371876082e-05 
सैंहिकेय: 0.9999277202897114 9.723596569675214e-06 6.255611371883467e-05 
धूम ग्रह: 0.9999277202897114 9.723596569686691e-06 6.25561137189085e-05 
तमोगु: 0.9999277202897112 9.723596569709646e-06 6.255611371905617e-05 
तमा: 0.9999271250100334 9.694893654421277e-06 6.318009631212343e-05 
तमोमय: 0.9999277209709598 9.72354280455856e-06 6.25554862355894e-05 
स्वर्भानु: 0.999927720083486 9.723596159541936e-06 6.255632035444842e-05 
साथी: 0.9999277166433868 9.709241294961749e-06 6.25741153183209e-05 
दोस्त: 0.9999267818385065 1.0429958167110006e-05 6.278820332643548e-05 
संगाती: 0.9999267818385065 1.0429958167110007e-05 6.278820332643548e-05 
सखा: 0.9999267818385065 1.042995816711001e-05 6.27882033264355e-05 
यार: 0.9999267818385065 1.042995816710161e-05 6.278820332638493e-05 
बंधु: 0.9999267818385065 1.0429958167110031e-05 6.278820332643563e-05 
संगतिया: 0.9999267818385065 1.0429958167110004e-05 6.278820332643546e-05 
संगी: 0.9999267818385065 1.0429958167110109e-05 6.27882033264361e-05 
मित्र: 0.9999267818385065 1.0429958167109582e-05 6.278820332643293e-05 
सहचर: 0.9999188505424507 9.740670819781591e-06 7.14087867295819e-05 
सम्पन्न: 0.9998925926792678 8.913840018041389e-06 9.849348071423432e-05 
बरख़ास्त: 0.999930619395348 0.0 6.938060465196954e-05 
विसर्जित: 0.999930619395348 0.0 6.938060465196954e-05 
सम्पादित: 0.9999279167376932 9.702606031661465e-06 6.238065627509472e-05 
बर्खास्त: 0.999930619395348 0.0 6.938060465196954e-05 
मुकम्मल: 0.999927773726401 9.71382191751588e-06 6.25124516815318e-05 
बरख़्वास्त: 0.999930619395348 0.0 6.938060465196954e-05 
बरख्वास्त: 0.999930619395348 0.0 6.938060465196954e-05 
संपादित: 0.9999279153712014 9.702653642545503e-06 6.238197515604355e-05 
संपन्न: 0.9998925920110365 8.913825171557644e-06 9.849416379187695e-05 
पूर्ण: 0.9999274919166665 9.729721275914054e-06 6.27783620575606e-05 
निष्पन्न: 0.9999279171815082 9.702590568400262e-06 6.238022792344739e-05 
निष्पादित: 0.9999279249994487 9.702318232419604e-06 6.237268231882455e-05 
बरखास्त: 0.999930619395348 0.0 6.938060465196954e-05 
अनुपभुक्त: 0.9999270903426628 9.773599888252762e-06 6.313605744892267e-05 
अभुक्त: 0.9999270903418944 9.773599892415127e-06 6.313605821316438e-05 
सूखा: 0.9999266975449721 1.0532366582286404e-05 6.277008844558148e-05 
अपरामृष्ट: 0.9999279291172327 9.769051130212471e-06 6.230183163709565e-05 
अप्रयुक्त: 0.9999279291536053 9.769046047060908e-06 6.230180034767931e-05 
संस्कारहीन: 0.9999978317103685 0.0 2.1682896314558115e-06 
अव्यवहृत: 0.9999279291523511 9.769046222341908e-06 6.230180142662416e-05 
नाइस्तेमालशुदा: 0.9999978317103685 0.0 2.1682896314558115e-06 
असंस्कारित: 0.9999978317103685 0.0 2.1682896314558115e-06 
नाइस्तमालशुदा: 0.9999279290883855 9.769055161681266e-06 6.23018564528628e-05 
रूखा: 0.9999266851673226 1.0531385120597374e-05 6.278344755679055e-05 
अनाहत: 0.9999171496938817 9.513505420539595e-06 7.333680069773732e-05 
अप्रहत: 0.9999279290930888 9.769054504376343e-06 6.230185240681241e-05 
अनिभृत: 0.9956605417653367 0.00432386736675438 1.559086790897012e-05 
अनिबद्ध: 0.9999278441924844 9.83461228058327e-06 6.232119523508891e-05 
अनाच्छादित: 0.999927487159018 9.729655774464012e-06 6.278318520746139e-05 
अगुप्त: 0.9956605417653367 0.00432386736675438 1.559086790897012e-05 
मुक्त: 0.9998531398618199 7.784679408357228e-06 0.00013907545877169986 
अनावृत: 0.9999274871590205 9.729655772070717e-06 6.278318520750151e-05 
खुला स्थान: 0.9778522246552638 1.9526194034209194e-05 0.022128249150701957 
आवरणहीन: 0.9999274871590157 9.729655776857307e-06 6.278318520742126e-05 
अनावेष्टित: 0.9999274871590346 9.729655757710944e-06 6.278318520774229e-05 
उछीर: 0.9999154590913112 9.556618778716733e-06 7.498428991011554e-05 
उघड़ा: 0.9999274871590533 9.729655738564581e-06 6.278318520806333e-05 
खुली जगह: 0.9778523679319515 1.9560824580277332e-05 0.02212807124346816 
अनाच्छादित स्थान: 0.9778522819662155 1.9540046319505525e-05 0.022128177987464914 
अनावृत्त: 0.9999274871590157 9.729655776857307e-06 6.278318520742126e-05 
बंधनमुक्त: 0.9998531399498638 7.78458877131893e-06 0.0001390754613648563 
उन्मुक्त: 0.9999278443830543 9.834419623778519e-06 6.232119732197978e-05 
आज़ाद: 0.9998523901346419 8.532161225151782e-06 0.00013907770413295004 
उघरा: 0.9999274871591664 9.729655623686403e-06 6.278318520998954e-05 
अनढँका: 0.9999274871593169 9.729655470515497e-06 6.278318521255784e-05 
बन्धनमुक्त: 0.9998531414098044 7.783132263775944e-06 0.00013907545793177367 
अबद्ध: 0.999927856988667 9.822035109599478e-06 6.232097622339888e-05 
उघाड़ा: 0.9778527547674929 1.9654324271309862e-05 0.022127590908235805 
उघरारा: 0.9778526258241798 1.9623158158976474e-05 0.022127751017661238 
अजाद: 0.9999246144447052 1.300587341967526e-05 6.237968187514435e-05 
आजाद: 0.9998443280686704 1.657159929775007e-05 0.00013910033203186836 
आवरणरहित: 0.9999274863120212 9.729656766482198e-06 6.27840312123479e-05 
उघारा: 0.9778528837089387 1.9685489932312204e-05 0.02212743080112899 
अवबुद्ध: 0.9999279865636007 9.700345194972137e-06 6.23130912043633e-05 
विदित: 0.9999279865628893 9.700345187082043e-06 6.231309192365499e-05 
ज्ञात: 0.9999279865613954 9.700345170512847e-06 6.231309343416753e-05 
विज्ञात: 0.9999279865859987 9.700345443386812e-06 6.23130685579125e-05 
संज्ञात: 0.9999279865845514 9.7003454273354e-06 6.231307002122172e-05 
मालूम: 0.9999279865208721 9.70034472107346e-06 6.231313440681522e-05 
अध्याहार: 1.0 0.0 0.0 
निचोड़: 0.999914883785488 9.762616295551155e-06 7.53535982164493e-05 
संक्षेप: 0.9995405173693944 7.989057490720586e-06 0.0004514935731148252 
भावार्थ: 0.9995405179316681 7.98877908493741e-06 0.00045149328924697156 
स्पष्टीकरण: 1.0 0.0 0.0 
सारांश: 0.9995405180992688 7.98869609866592e-06 0.00045149320463258423 
सार: 0.9999245407096851 9.674768240194685e-06 6.57845220747902e-05 
सचाई: 0.9999267319691026 1.054928391953845e-05 6.271874697777176e-05 
असालत: 0.9999267319690952 1.0549283919488799e-05 6.271874698526499e-05 
यथार्थता: 0.9999267319691044 1.0549283919549909e-05 6.271874697604254e-05 
सत्यता: 0.9999267319691068 1.0549283919565186e-05 6.271874697373693e-05 
हकीकत: 0.9999267319691113 1.054928391959574e-05 6.27187469691257e-05 
हक़ीक़त: 0.9999267319691204 1.054928391965685e-05 6.271874695990325e-05 
सच्चापन: 0.9999267319680027 1.0549283912201493e-05 6.271874808504265e-05 
वास्तविकता: 0.9999267319691754 1.0549283920023507e-05 6.271874690456853e-05 
याथार्थ्य: 0.9999267319692487 1.0549283920512382e-05 6.27187468307889e-05 
उघाड़ी: 0.9995772380343265 5.839992132461303e-06 0.00041692197354103143 
जाहिर: 0.9995772311827735 5.839992092431365e-06 0.000416928825134073 
प्रस्फुट: 0.9999275154531405 9.695008013578522e-06 6.278953884589545e-05 
रोशन: 0.9995772380343265 5.839992132461303e-06 0.00041692197354103143 
अभिव्यंजित: 0.9995772311827735 5.839992092431365e-06 0.000416928825134073 
प्रकटित: 0.9995772311827735 5.839992092431365e-06 0.000416928825134073 
आविर्भूत: 0.9995772380343265 5.839992132461303e-06 0.00041692197354103143 
उजागर: 0.9995772380343265 5.839992132461303e-06 0.00041692197354103143 
व्यक्त: 0.9995772311827735 5.839992092431365e-06 0.000416928825134073 
ज़ाहिर: 0.9995772311827735 5.839992092431365e-06 0.000416928825134073 
प्रस्फुटित: 0.999927601739905 9.69595765186399e-06 6.270230244311962e-05 
अभिव्यक्त: 0.9995772311827735 5.839992092431365e-06 0.000416928825134073 
अभिव्यञ्जित: 0.9995772311827735 5.839992092431365e-06 0.000416928825134073 
उजान: 0.9974449680374028 0.00028154223390303027 0.0022734897286942027 
चढ़ाव: 0.9999271244151144 9.694919648861352e-06 6.318066523667595e-05 
प्रज्ज्वलित: 0.9995946361783532 1.5233654159043957e-05 0.00039013016748771107 
उद्दीपित: 0.9995928591077037 1.701141837860194e-05 0.00039012947391769276 
उद्दीप्त: 0.9995928549149933 1.7015612725402563e-05 0.0003901294722813266 
प्रज्वलित: 0.9995946791217029 1.519069404915655e-05 0.0003901301842480013 
आदिप्त: 0.9995946791217029 1.519069404915655e-05 0.0003901301842480013 
आदीपित: 0.9995946791217029 1.519069404915655e-05 0.0003901301842480013 
रजक: 0.9995985011211028 1.2449200665881483e-05 0.0003890496782313216 
धोवत: 0.9995985011211028 1.2449200665881483e-05 0.0003890496782313216 
धावक: 0.9995985011211028 1.2449200665881483e-05 0.0003890496782313216 
बरेठा: 0.9995985011211028 1.2449200665881483e-05 0.0003890496782313216 
धोबी: 0.9995985011211028 1.2449200665881483e-05 0.0003890496782313216 
फुलवा: 0.9998921363513538 8.852635608165438e-06 9.901101303808509e-05 
मलयज: 0.9999184960706914 9.733912211133477e-06 7.177001709748959e-05 
भुजंग: 0.9999267802559945 1.0429938868591624e-05 6.278980513694728e-05 
दीप: 0.9999277195577143 9.699675904503302e-06 6.258076638117686e-05 
कुंडली: 0.9999232707081905 1.0187946235726798e-05 6.654134557372281e-05 
शिरोरुह: 0.9999267764760009 9.682869831722366e-06 6.35406541673016e-05 
दीपकसुत: 0.748548694840255 0.0 0.25145130515974506 
प्रदीप: 0.9999277195578502 9.699675904778542e-06 6.258076624496906e-05 
कुण्डली: 0.9999232707081905 1.018794623572682e-05 6.654134557371506e-05 
शारंगिका: 0.748548694840255 0.0 0.25145130515974506 
लाँगल: 0.9999267738586165 9.68280290692728e-06 6.354333847652637e-05 
दिवला: 0.9999277195573065 9.699675903677584e-06 6.258076678980113e-05 
तारक: 0.9999274892773368 9.729689416873177e-06 6.278103324637669e-05 
बाल: 0.9999199275958959 9.604766253976428e-06 7.046763785013049e-05 
तारका: 0.9999274890984868 9.729700173976687e-06 6.278120133917173e-05 
लाङ्गल: 0.9999267738586168 9.682802906927316e-06 6.354333847625187e-05 
काला पपीहा: 0.9983787877323487 7.532272417043093e-06 0.001613679995234316 
स्तन: 0.9998930403816024 8.87736525901024e-06 9.808225313855664e-05 
शिरोज: 0.999926776475987 9.682869817294808e-06 6.354065419566856e-05 
शिरसिज: 0.9999267764759863 9.682869817294727e-06 6.354065419640619e-05 
चन्दन: 0.9999184960707029 9.733912211133926e-06 7.177001708592575e-05 
जेवर: 0.9999071551179866 9.358081974831333e-06 8.348680003865678e-05 
शमशेर: 0.748548694840255 0.0 0.25145130515974506 
शैशिर: 0.998364156615892 7.531831295024357e-06 0.001628311552813075 
श्रीवासक: 0.9999213182270514 9.626242419656483e-06 6.905553052887544e-05 
उड़ु: 0.9999274898103814 9.729657419769395e-06 6.278053219887645e-05 
शमसेर: 0.748548694840255 0.0 0.25145130515974506 
अस्तन: 0.9999273124641882 9.740409443786843e-06 6.294712636799104e-05 
हस्त: 0.9999213182576818 9.626241275608451e-06 6.90555010425554e-05 
बाज़ू: 0.9998895002498435 9.145265225899746e-06 0.00010135448493068523 
दीपक: 0.9999277195589377 9.699675906997875e-06 6.258076515531163e-05 
शारंग राग: 0.748548694840255 0.0 0.25145130515974506 
अभरन: 0.9999071685461229 9.358775606159014e-06 8.347267827089705e-05 
शिरज: 0.9999267764759848 9.682869817294561e-06 6.354065419790604e-05 
मोहरी: 0.9985419262689326 5.764539454755831e-05 0.0014004283365198894 
बहार: 0.9999264506820991 1.0148826318664794e-05 6.340049158231496e-05 
गंधराज: 0.9999184960731066 9.733912272470453e-06 7.177001462094132e-05 
नागल: 0.9999267764759023 9.682869817285111e-06 6.354065428039453e-05 
सौंदर्य: 0.9999264835484134 1.0147583907019417e-05 6.33688676795269e-05 
आर्घा: 0.748548694840255 0.0 0.25145130515974506 
पन्नग: 0.9999267810635075 1.0429948133749726e-05 6.278898835874846e-05 
चिराग़: 0.9999277195556753 9.699675900365966e-06 6.258076842431075e-05 
सौन्दर्य: 0.9999264804198654 1.0149217124878136e-05 6.337036300967875e-05 
शारङ्गी: 0.748548694840255 0.0 0.25145130515974506 
करवाल: 0.7448053869553598 0.0005741301299330742 0.2546204829147072 
महागंध: 0.9999184960755334 9.733912333807878e-06 7.177001213282919e-05 
सारंग छंद: 0.748548694840255 0.0 0.25145130515974506 
सारंगी: 0.748548694840255 0.0 0.25145130515974506 
बाँह: 0.9999263903923494 9.712748824353348e-06 6.389685882620893e-05 
दीया: 0.9999277195535003 9.699675895953318e-06 6.258077060368826e-05 
उरंग: 0.9999267810635075 1.0429948133749766e-05 6.278898835873044e-05 
रमणीयता: 0.9999264835370408 1.0147589855785758e-05 6.336887310341961e-05 
पपीहा: 0.9999267607299112 1.0605482656324597e-05 6.263378743253596e-05 
आभरण: 0.999907168546123 9.35877560615902e-06 8.34726782707626e-05 
शमशीर: 0.748548694840255 0.0 0.25145130515974506 
सारङ्ग: 0.748548694840255 0.0 0.25145130515974506 
कजरा: 0.748548694840255 0.0 0.25145130515974506 
दारुसार: 0.999918496080387 9.73391245648273e-06 7.177000715660483e-05 
उड़ुचर: 0.9999274898257225 9.729656497746215e-06 6.278051777968744e-05 
अलङ्कार: 0.9999071551179757 9.358081974830936e-06 8.348680004949124e-05 
अघविष: 0.9999267810635075 1.0429948133749848e-05 6.27889883586944e-05 
छाता: 0.761085304635798 0.0 0.23891469536420193 
तारा: 0.9999274876485925 9.729748957178324e-06 6.278260245032497e-05 
छत्ता: 0.9999268854481249 1.0026191150736197e-05 6.308836072434437e-05 
सुगंधित पदार्थ: 0.748548694840255 0.0 0.25145130515974506 
नभश्चर: 0.9999274897961649 9.72965400705133e-06 6.278054982809879e-05 
अलंकार: 0.9999071551179762 9.358081974830957e-06 8.348680004895289e-05 
सारंग राग: 0.748548694840255 0.0 0.25145130515974506 
गहना: 0.9999072584266028 9.365077927931184e-06 8.337649546925519e-05 
लांगल: 0.9999267738586192 9.682802906927564e-06 6.354333847387047e-05 
बारहसिंघा: 0.748548694840255 0.0 0.25145130515974506 
चिराग: 0.9999277195491503 9.699675887127805e-06 6.258077496255067e-05 
कजला: 0.748548694840255 0.0 0.25145130515974506 
कुसुम: 0.9998940754807255 8.899578461993811e-06 9.70249408125289e-05 
चितकबरा हिरन: 0.9974826914770865 6.485819060646665e-06 0.00251082270385284 
विभूषण: 0.9999071551179908 9.358081974831488e-06 8.348680003441721e-05 
बाती: 0.9999277195926443 9.69967597538732e-06 6.258073138037018e-05 
चंदन: 0.999918496090094 9.733912701832445e-06 7.176999720415571e-05 
दीपध्वज: 0.748548694840255 0.0 0.25145130515974506 
तेग: 0.748548694840255 0.0 0.25145130515974506 
आभूषण: 0.9999071551179951 9.358081974831646e-06 8.348680003011034e-05 
चातक: 0.9999267624846013 1.0605486383121048e-05 6.263202901557553e-05 
कुंतल: 0.999926776474016 9.682871734249896e-06 6.354065424976452e-05 
सीर: 0.9999267764759207 9.68286981728749e-06 6.35406542620788e-05 
पाढ़ा: 0.9999268223569644 9.699010012647297e-06 6.347863302294624e-05 
प्रसून: 0.9999009025169576 9.0632158952233e-06 9.003426714716748e-05 
ज़ेवर: 0.9999071551180037 9.358081974831961e-06 8.348680002149661e-05 
वाम: 0.9999273123463973 9.740409125368881e-06 6.294724447731302e-05 
आकाशचारी: 0.9999274898137157 9.729652954922854e-06 6.278053332933765e-05 
याम्य: 0.9999248046706899 9.635116597801757e-06 6.556021271234253e-05 
सारङ्गी: 0.748548694840255 0.0 0.25145130515974506 
शारङ्गिका: 0.748548694840255 0.0 0.25145130515974506 
कंज: 0.9999267764759814 9.682869817294185e-06 6.354065420132765e-05 
सारंग चातक: 0.998364156615892 7.531831295024357e-06 0.001628311552813075 
श्रीवास: 0.9999213182270523 9.626242419677255e-06 6.905553052801683e-05 
आतपत्र: 0.761033950617284 0.0 0.23896604938271604 
कुच: 0.9999273124703731 9.740409431055482e-06 6.294712019584754e-05 
शारंगी: 0.748548694840255 0.0 0.25145130515974506 
मैनावली छंद: 0.748548694840255 0.0 0.25145130515974506 
काजल: 0.748548694840255 0.0 0.25145130515974506 
व्याल: 0.9999267810635076 1.0429948133750012e-05 6.278898835862232e-05 
आच: 0.9999267252923583 9.710469892004362e-06 6.356423774977866e-05 
साँप: 0.9999267810635077 1.0429948133750339e-05 6.278898835847815e-05 
नक्षत्र: 0.9999274904035215 9.729621687509553e-06 6.2779974791058e-05 
नाँगल: 0.9999267764759239 9.682869817287842e-06 6.354065425887848e-05 
प्रसूत: 0.9999191962979075 9.503481496474435e-06 7.130022059607729e-05 
करबाल: 0.748548694840255 0.0 0.25145130515974506 
गाकील: 0.9999267764758721 9.68286981728215e-06 6.354065431056973e-05 
पुष्पक: 0.9998959244884471 8.944310366692005e-06 9.513120118616486e-05 
नछत्र: 0.9999274904035215 9.729621687509553e-06 6.2779974791058e-05 
विषधर: 0.9999267810634902 1.0429948133710352e-05 6.278898837606637e-05 
छटा: 0.9999265318030227 1.0122238099496395e-05 6.334595887780307e-05 
अरत्नि: 0.9999272998466325 9.741172298927474e-06 6.295898106857588e-05 
चूल: 0.9999197932348797 9.601624336544005e-06 7.060514078374609e-05 
चितकबरा हिरण: 0.9974826914770865 6.485819060646665e-06 0.00251082270385284 
मैनावली: 0.748548694840255 0.0 0.25145130515974506 
बाजू: 0.999889500185967 9.145264244667397e-06 0.00010135454978828125 
चितरा: 0.9974826914770865 6.485819060646665e-06 0.00251082270385284 
तलवार: 0.748548694840255 0.0 0.25145130515974506 
चूची: 0.9999264975484216 9.695390053647517e-06 6.380706152480662e-05 
पुष्प: 0.9998937046554499 8.890628149595726e-06 9.740471640054512e-05 
भूषण: 0.9999071551180209 9.358081974832591e-06 8.348680000426914e-05 
गंधद्रव्य: 0.748548694840255 0.0 0.25145130515974506 
बोबा: 0.9998950232049466 8.92732473048184e-06 9.604947032288311e-05 
छवि: 0.9999266543933683 1.0062119361240163e-05 6.32834872704778e-05 
सर्प: 0.9999267810635086 1.0429948133752306e-05 6.278898835761316e-05 
शारंग: 0.748548694840255 0.0 0.25145130515974506 
कर: 0.9999213184533725 9.626243822155395e-06 6.905530280531138e-05 
कुन्तल: 0.9999267764738613 9.682871887606636e-06 6.35406542510803e-05 
शायक: 0.748548694840255 0.0 0.25145130515974506 
संदल: 0.9999184962283277 9.733916198063729e-06 7.176985547420787e-05 
बारहसिंगा: 0.748548694840255 0.0 0.25145130515974506 
ऋक्ष: 0.999927489293295 9.729688457963718e-06 6.278101824705235e-05 
भुजा: 0.999925127703263 9.721341189030149e-06 6.51509555479272e-05 
ग्रह: 0.9999274936100775 9.72942990277134e-06 6.277696001973567e-05 
असि: 0.748548694840255 0.0 0.25145130515974506 
बत्ती: 0.999927720752982 9.699678330105088e-06 6.257956868797423e-05 
अहि: 0.9999267810611393 1.0429948128353465e-05 6.278899073231174e-05 
हाथ: 0.9999141320161015 9.709249681900013e-06 7.615873421664593e-05 
चित्रमृग: 0.9974826914770865 6.485819060646665e-06 0.00251082270385284 
दिया: 0.9999277194882348 9.699675763505291e-06 6.258083600166561e-05 
शमसीर: 0.748548694840255 0.0 0.25145130515974506 
बाहु: 0.9999265566018725 9.711617799424138e-06 6.373178032811718e-05 
झोलदार: 0.7481195236314797 0.0 0.2518804763685203 
रसेदार: 0.7481195236314797 0.0 0.2518804763685203 
गीली: 0.7481195236314797 0.0 0.2518804763685203 
तरीदार: 0.7481195236314797 0.0 0.2518804763685203 
रसल: 0.7481195236314797 0.0 0.2518804763685203 
शोरबेदार: 0.7481195236314797 0.0 0.2518804763685203 
शुक्लौदन: 1.0 0.0 0.0 
अरवा चावल: 1.0 0.0 0.0 
आरा शहर: 1.0 0.0 0.0 
आरी: 0.9999267684587515 1.0605489629996728e-05 6.262605161854376e-05 
आर: 0.9999264888046767 9.716075596595662e-06 6.379511972663842e-05 
दीवारदासा: 0.9999279874042074 9.700734954397102e-06 6.231186083823341e-05 
करवत: 1.0 0.0 0.0 
पुश्ता: 0.9999267818274195 1.042995730810853e-05 6.278821527241491e-05 
करौत: 1.0 0.0 0.0 
सुतारी: 0.9999265061119011 1.0605275740002377e-05 6.288861235880139e-05 
दासा: 0.9999279874042503 9.700734948615074e-06 6.231186080109304e-05 
अरा: 1.0 0.0 0.0 
आर्डर: 0.9999221763096615 9.872472833834005e-06 6.795121750464403e-05 
सीकड़: 0.9985466481571823 5.764693156697199e-05 0.001395704911250676 
चेन: 0.998546402308853 5.7646513587071414e-05 0.001395951177559909 
परंपरा: 0.9999167257271064 9.70357706864493e-06 7.357069582490756e-05 
रस्म: 0.9999145240952253 9.409079600921328e-06 7.606682517380571e-05 
शृंखला: 0.9999235926467983 9.66749897727354e-06 6.673985422441774e-05 
चलन: 0.9999171310937945 9.71492563366277e-06 7.315398057181742e-05 
रीति-रिवाज: 0.9999167134218561 9.70323258690663e-06 7.358334555706117e-05 
