Words; Positive; Negative; Neutral
दृष्टि-बोध: 0.9999279629395457 9.713189352445839e-06 6.232387110184366e-05 
दृष्टि-बोधकता: 0.9999279629395457 9.713189352445839e-06 6.232387110184366e-05 
नाग जाति: 0.9998871084093754 9.974756185703274e-06 0.00010291683443889991 
गज़: 0.9999277396544188 9.70898413988906e-06 6.255136144123185e-05 
यार्ड: 0.9999277396544188 9.70898413988906e-06 6.255136144123185e-05 
फ़ीला: 0.9999277304002886 9.7087766435872e-06 6.256082306778131e-05 
पील: 0.9999277303993859 9.708776619573823e-06 6.256082399451815e-05 
कश्ती: 0.9999277303844949 9.708776570516882e-06 6.256083893463961e-05 
किश्ती: 0.9999277303844468 9.708776570286067e-06 6.256083898284633e-05 
फीला: 0.9999277304012439 9.708776651097142e-06 6.256082210500694e-05 
चालढाल: 0.9998908274640662 9.008256514858195e-06 0.0001001642794189243 
चरित: 0.9998908274640662 9.008256514858195e-06 0.0001001642794189243 
चालचलन: 0.9998908274640662 9.008256514858195e-06 0.0001001642794189243 
रंग-ढंग: 0.9998908274640662 9.008256514858195e-06 0.0001001642794189243 
रंगढंग: 0.9998908274640662 9.008256514858195e-06 0.0001001642794189243 
शीतल होना: 0.9999158379658343 9.744699840127927e-06 7.441733432564073e-05 
ठंडा होना: 0.9999158107319885 9.742668850110674e-06 7.444659916137867e-05 
शीतल करना: 0.9999267703054775 1.055998949513708e-05 6.266970502739709e-05 
चिपटाना: 0.9999165563205134 9.736135590370947e-06 7.370754389624917e-05 
लिपटाना: 0.9999165556228585 9.736105514223452e-06 7.37082716272967e-05 
चपकाना: 0.9999267703054779 1.0559989495137086e-05 6.266970502686689e-05 
चिपकाना: 0.9999165563226374 9.736135761694507e-06 7.37075416008885e-05 
साटना: 0.9999267703054779 1.0559989495137086e-05 6.266970502686689e-05 
तुलना करना: 0.9999060008697523 9.282848256726264e-06 8.471628199097235e-05 
घोलना: 0.9999058639252822 9.272442743764875e-06 8.486363197403318e-05 
मेल करवाना: 0.9999058639252822 9.272442743764875e-06 8.486363197403318e-05 
सानना: 0.9999165912961906 9.738235479610656e-06 7.367046832979715e-05 
घोरना: 0.9999058639252822 9.272442743764875e-06 8.486363197403318e-05 
मेल कराना: 0.9999058639252822 9.272442743764875e-06 8.486363197403318e-05 
सम्मिश्रित करना: 0.9999058639252822 9.272442743764875e-06 8.486363197403318e-05 
लपेटना: 0.9999060331553401 9.282901349455135e-06 8.468394331042507e-05 
मिश्रित करना: 0.9999058639252822 9.272442743764875e-06 8.486363197403318e-05 
परशु: 0.9999270795787307 9.773978806926879e-06 6.314644246234249e-05 
परसा: 0.9999270795787307 9.773978806926879e-06 6.314644246234249e-05 
फरसा: 0.9999270795787307 9.773978806926879e-06 6.314644246234249e-05 
भलुवा: 0.9999270795787307 9.773978806926879e-06 6.314644246234249e-05 
सोंटा: 0.9999268963692388 1.0391400587725149e-05 6.271223017341451e-05 
डण्ड: 0.999926895104288 1.0391460096904904e-05 6.271343561505882e-05 
डंड: 0.9999268955641527 1.0391438464414781e-05 6.271299738289751e-05 
डंडा: 0.9999268979827711 1.0391324685560792e-05 6.271069254334856e-05 
असा: 0.9999269016841604 1.039115056964574e-05 6.270716526994087e-05 
डण्डा: 0.9999268970604112 1.0391368075416169e-05 6.271157151343371e-05 
चोब: 0.9999268985986107 1.0391295718851219e-05 6.271010567040327e-05 
टाइप: 0.999000999000999 0.0 0.000999000999000999 
टंक राग: 0.999000999000999 0.0 0.000999000999000999 
फॉन्ट: 0.999000999000999 0.0 0.000999000999000999 
फांट: 0.999000999000999 0.0 0.000999000999000999 
टङ्क राग: 0.999000999000999 0.0 0.000999000999000999 
फान्ट: 0.999000999000999 0.0 0.000999000999000999 
लहसुन: 0.9999216499313264 1.1765699343852236e-05 6.658436932980748e-05 
अशुभ शगुन: 0.9999271846071178 9.827936255094954e-06 6.298745662711942e-05 
क्वाथ: 0.9999259021058536 9.662493342708225e-06 6.44354008036539e-05 
शुद्धिकंद: 0.9999216499293999 1.1765698035573172e-05 6.658437256449341e-05 
अरिष्ट योग: 0.9999271846071178 9.827936255094954e-06 6.298745662711942e-05 
अरिष्ट ऋषि: 0.9999268426743386 1.0217270143808103e-05 6.294005551757734e-05 
अशकुन: 0.9999271846071178 9.827936255094954e-06 6.298745662711942e-05 
अपसगुन: 0.9999271846071178 9.827936255094954e-06 6.298745662711942e-05 
अपयोग: 0.9999271846071178 9.827936255094954e-06 6.298745662711942e-05 
मुखदूषी: 0.9999216499255004 1.1765695387240151e-05 6.658437911242788e-05 
जोशाँदा: 0.9999259021058536 9.662493342708225e-06 6.44354008036539e-05 
काढ़ा: 0.9999259021058536 9.662493342708225e-06 6.44354008036539e-05 
म्लेच्छकन्द: 0.9999216499175085 1.1765689959813819e-05 6.65843925315982e-05 
रसायनवर: 0.9999216499007091 1.1765678550765418e-05 6.658442074017337e-05 
अपशकुन: 0.9999271846071178 9.827936255094954e-06 6.298745662711942e-05 
शुद्धिकन्द: 0.9999216498634286 1.1765653232513295e-05 6.658448333889266e-05 
अपसौन: 0.9999271846071178 9.827936255094954e-06 6.298745662711942e-05 
अरिष्ट मद्य: 0.9999271846071178 9.827936255094954e-06 6.298745662711942e-05 
अरिष्टनेमी: 0.9999268098996075 1.025458833698264e-05 6.293551205549027e-05 
असगुन: 0.9999271846071178 9.827936255094954e-06 6.298745662711942e-05 
अशुभ शकुन: 0.9999271846071178 9.827936255094954e-06 6.298745662711942e-05 
म्लेच्छकंद: 0.9999216497697331 1.1765589601191681e-05 6.658464066567891e-05 
भूतघ्न: 0.9999216494361336 1.1765363043995474e-05 6.658520082244883e-05 
पादोदक: 0.9999271622137994 9.850055335082608e-06 6.298773086553663e-05 
चरणोदक: 0.9999271622137994 9.850055335082608e-06 6.298773086553663e-05 
चरणामृत: 0.9999271622137994 9.850055335082608e-06 6.298773086553663e-05 
पाद्य: 0.9999271622137994 9.850055335082608e-06 6.298773086553663e-05 
इन्तखाब: 0.5017421602787456 0.0 0.49825783972125437 
इंतिखाब: 0.5017421602787456 0.0 0.49825783972125437 
इन्तख़ाब: 0.5017421602787456 0.0 0.49825783972125437 
इंतखाब: 0.5017421602787456 0.0 0.49825783972125437 
इन्तिखाब: 0.5017421602787456 0.0 0.49825783972125437 
बिनाई: 0.0 0.0 1.0 
चुनाव: 0.5017421602787456 0.0 0.49825783972125437 
इंतख़ाब: 0.5017421602787456 0.0 0.49825783972125437 
अवचय: 0.9999126469221132 9.560487743040727e-06 7.779259014370649e-05 
हेरा: 0.9999277014504238 9.748829904025547e-06 6.254971967221447e-05 
हिरी: 0.9999277014504238 9.748829904025547e-06 6.254971967221447e-05 
इयारा: 0.9999267818387398 1.0429958163875661e-05 6.278820309632453e-05 
मित्रवत: 0.9999267818387398 1.0429958163875661e-05 6.278820309632453e-05 
दोस्ताना: 0.9999267818387398 1.0429958163875661e-05 6.278820309632453e-05 
मित्रतापूर्ण: 0.9999267818387398 1.0429958163875661e-05 6.278820309632453e-05 
मैत्रीपूर्ण: 0.9999267818387398 1.0429958163875661e-05 6.278820309632453e-05 
संग्रह: 0.9999126487327712 9.560389299073343e-06 7.779087792971456e-05 
संकलन: 0.9999126525811003 9.560203809101747e-06 7.778721509056072e-05 
संहृति: 0.9999121516166446 9.584355606025116e-06 7.826402774942561e-05 
कोड: 0.9999268012580336 9.683220822047317e-06 6.351552114442825e-05 
तन्हाई: 0.9999266484741282 1.0551256332316632e-05 6.280026953953323e-05 
तनहाई: 0.9999266484741282 1.0551256332316632e-05 6.280026953953323e-05 
इकलाई: 0.9999266484741282 1.0551256332316632e-05 6.280026953953323e-05 
अकेलापन: 0.9999266484741282 1.0551256332316632e-05 6.280026953953323e-05 
मानसिक सम्मिश्रण: 0.9999268012580148 9.683220824580857e-06 6.351552116063734e-05 
संमिश्रण: 0.9999268012580148 9.683220824580857e-06 6.351552116063734e-05 
मानसिक संमिश्रण: 0.9999268012580148 9.683220824580857e-06 6.351552116063734e-05 
त्रायमाण लता: 0.989392002217777 0.0007525866527981908 0.009855411129424825 
त्रायमाणलता: 0.989392002217777 0.0007525866527981908 0.009855411129424825 
त्रायमाणा: 0.989392002217777 0.0007525866527981908 0.009855411129424825 
त्रायमाण: 0.989392002217777 0.0007525866527981908 0.009855411129424825 
त्राणा: 0.989392002217777 0.0007525866527981908 0.009855411129424825 
त्रायमाणिका: 0.989392002217777 0.0007525866527981908 0.009855411129424825 
त्रायंती: 0.989392002217777 0.0007525866527981908 0.009855411129424825 
त्रायन्ती: 0.989392002217777 0.0007525866527981908 0.009855411129424825 
कर्णपाल: 0.9999253022058715 9.645437095094599e-06 6.505235703339405e-05 
परइ: 0.9998950368066547 9.050530473891725e-06 9.591266287135183e-05 
परई: 0.9998950368066547 9.050530473891725e-06 9.591266287135183e-05 
कालातीत: 0.9999271215161196 9.694880563132868e-06 6.318360331724665e-05 
चिरंजीव: 0.9999118016796937 9.40152238665939e-06 7.879679791962119e-05 
कालजयी: 0.9999118016796937 9.40152238665939e-06 7.879679791962119e-05 
अमरकोश: 0.9999118016796937 9.40152238665939e-06 7.879679791962119e-05 
अमर गण: 0.9999118016796937 9.40152238665939e-06 7.879679791962119e-05 
चिरंजीवी: 0.9999118016796937 9.40152238665939e-06 7.879679791962119e-05 
चिरजीवी: 0.9999118016796937 9.40152238665939e-06 7.879679791962119e-05 
मृत्यु विजेता: 0.9999118016796937 9.40152238665939e-06 7.879679791962119e-05 
अमर्त्य: 0.9999118016796937 9.40152238665939e-06 7.879679791962119e-05 
कालजीत: 0.9999118016796937 9.40152238665939e-06 7.879679791962119e-05 
मृत्युंजयी: 0.9999118016796937 9.40152238665939e-06 7.879679791962119e-05 
अमरसिंह: 0.9999118016796937 9.40152238665939e-06 7.879679791962119e-05 
अमर पवन: 0.9999118016796937 9.40152238665939e-06 7.879679791962119e-05 
अमरकोष: 0.9999118016796937 9.40152238665939e-06 7.879679791962119e-05 
गिलसुर्ख: 0.9893919927176816 0.000752587326784469 0.009855419955533875 
गैरकी: 0.9893919927176816 0.000752587326784469 0.009855419955533875 
गेरू: 0.9893919927176816 0.000752587326784469 0.009855419955533875 
गिरमाटी: 0.9893919927176816 0.000752587326784469 0.009855419955533875 
शैलसंभूत: 0.9893919927176816 0.000752587326784469 0.009855419955533875 
शैलसम्भूत: 0.9893919927176816 0.000752587326784469 0.009855419955533875 
रक्तोपल: 0.9893919927176816 0.000752587326784469 0.009855419955533875 
वनालक्त: 0.9893919927176816 0.000752587326784469 0.009855419955533875 
गिरिधातु: 0.9893919927176816 0.000752587326784469 0.009855419955533875 
पश्चिम बंगाल: 0.7543763608395281 7.4312056140281346e-06 0.2456162079548579 
वंग: 0.7543763608395281 7.4312056140281346e-06 0.2456162079548579 
बंगाल: 0.7543763608395281 7.4312056140281346e-06 0.2456162079548579 
तास बूटी: 0.7543633523187909 7.4123070033432595e-06 0.2456292353742057 
ताश बूटी: 0.7543633523187909 7.4123070033432595e-06 0.2456292353742057 
दशहरा: 0.7543763608395281 7.4312056140281346e-06 0.2456162079548579 
विजयदशमी: 0.7543763608395281 7.4312056140281346e-06 0.2456162079548579 
विजयादशमी: 0.7543763608395281 7.4312056140281346e-06 0.2456162079548579 
धूम्रोप्पाँ: 0.7543763608395281 7.4312056140281346e-06 0.2456162079548579 
सायं काल: 0.9999268012574934 9.683220819508363e-06 6.35155216870808e-05 
सांध्य काल: 0.9999268012574934 9.683220819508363e-06 6.35155216870808e-05 
पूर्ण विनाश: 0.9998587314791801 9.426452395769794e-06 0.00013184206842409206 
संध्योपासना: 0.9999268012575263 9.683220819508682e-06 6.351552165420658e-05 
क्लाटिंग: 0.9998301937922422 7.1371723611420034e-06 0.00016266903539662888 
क्लॉटिंग: 0.9998301937922422 7.1371723611420034e-06 0.00016266903539662888 
आयोजना: 0.9999082947157482 9.782397364136313e-06 8.192288688775221e-05 
साज़-सामान: 0.9999277372783072 9.708919064082913e-06 6.255380262874345e-05 
साजोसामान: 0.9999277372783072 9.708919064082913e-06 6.255380262874345e-05 
समाहार: 0.9999126727500565 9.559231536090029e-06 7.776801840747902e-05 
उच्चय: 0.999912703880964 9.557731014674785e-06 7.773838802137331e-05 
साजो सामान: 0.9999277372783072 9.708919064082913e-06 6.255380262874345e-05 
संचय: 0.9999123678888769 9.573925959252856e-06 7.805818516384269e-05 
साज़ो-सामान: 0.9999277372783072 9.708919064082913e-06 6.255380262874345e-05 
आयोजन: 0.9999267734214231 1.0518393816715219e-05 6.27081847602239e-05 
बोरिया बिस्तर: 0.9999277372783072 9.708919064082913e-06 6.255380262874345e-05 
साज़ सामान: 0.9999277372783072 9.708919064082913e-06 6.255380262874345e-05 
साज़ो सामान: 0.9999277372783072 9.708919064082913e-06 6.255380262874345e-05 
साज़ोसामान: 0.9999277372783072 9.708919064082913e-06 6.255380262874345e-05 
आकलन: 0.9999139868174566 9.495892994700038e-06 7.651728954869647e-05 
साजो-सामान: 0.9999277372783072 9.708919064082913e-06 6.255380262874345e-05 
बहुदेशीय सीमा: 0.0 0.0 1.0 
अंतरराष्ट्रीय सीमा: 0.0 0.0 1.0 
अंतर्राष्ट्रीय सीमा: 0.0 0.0 1.0 
बहुराष्ट्रीय सीमा: 0.0 0.0 1.0 
अंतर्राष्ट्रीय सीमांत क्षेत्र: 0.0 0.0 1.0 
अंतरराष्ट्रीय सीमांत क्षेत्र: 0.0 0.0 1.0 
अंताराष्ट्रीय सीमा: 0.0 0.0 1.0 
खजूरा: 0.9999176059155087 9.567160641755918e-06 7.282692384947908e-05 
खजुरा: 0.9999176059155087 9.567160641755918e-06 7.282692384947908e-05 
नोक: 0.9999201586042196 9.623109323433943e-06 7.021828645702524e-05 
दीप शिखा: 0.9999206174327462 9.625741554971e-06 6.975682569886353e-05 
दीपशिखा: 0.9999206174327462 9.625741554971e-06 6.975682569886353e-05 
नोंक: 0.9999201548916719 9.623009358504917e-06 7.022209896964255e-05 
टेम: 0.9999206174327462 9.625741554971e-06 6.975682569886353e-05 
शोशा: 0.9999200549599248 9.620318572865439e-06 7.032472150237442e-05 
अणी: 0.9999201618533672 9.623196810745196e-06 7.021494982205479e-05 
बुर्ज़: 0.999919896679742 9.60361770189059e-06 7.049970255609753e-05 
बुर्ज: 0.999919896679742 9.60361770189059e-06 7.049970255609753e-05 
घूगस: 0.999919896679742 9.60361770189059e-06 7.049970255609753e-05 
गरगज: 0.999919896679742 9.60361770189059e-06 7.049970255609753e-05 
चिवड़ा: 0.9999199056845136 9.60372143945823e-06 7.049059404694041e-05 
कंगण: 0.9999199041332208 9.603703562663669e-06 7.04921632165345e-05 
चिउरा: 0.9999199056845136 9.60372143945823e-06 7.049059404694041e-05 
चिउड़ा: 0.9999199056845136 9.60372143945823e-06 7.049059404694041e-05 
च्यूड़ा: 0.9999199056845136 9.60372143945823e-06 7.049059404694041e-05 
चिपिट: 0.9999199056845136 9.60372143945823e-06 7.049059404694041e-05 
वैक्सीन: 0.9981708043716636 0.0011446045382411101 0.0006845910900953034 
ताजपोशी: 0.9981708043716636 0.0011446045382411101 0.0006845910900953034 
राज्याभिषेक: 0.9981708043716636 0.0011446045382411101 0.0006845910900953034 
टीकाकरण: 0.9981708043716636 0.0011446045382411101 0.0006845910900953034 
टिक्का: 0.9981708043716636 0.0011446045382411101 0.0006845910900953034 
अभिषेक: 0.9981708043716636 0.0011446045382411101 0.0006845910900953034 
तिलक: 0.9981708043716636 0.0011446045382411101 0.0006845910900953034 
राजतिलक: 0.9981708043716636 0.0011446045382411101 0.0006845910900953034 
फलदान: 0.9981708043716636 0.0011446045382411101 0.0006845910900953034 
अभिषेचन: 0.9981708043716636 0.0011446045382411101 0.0006845910900953034 
वरदान: 0.0 0.0 1.0 
प्रथम पुरुष: 0.0 0.0 1.0 
आढ़क: 0.9999208537884802 1.003039493713351e-05 6.911581658271489e-05 
लोलक: 0.9999199349066623 9.62469466192491e-06 7.044039867579742e-05 
कर्णलतिका: 0.9999199349066623 9.62469466192491e-06 7.044039867579742e-05 
लोलकी: 0.9999199349066623 9.62469466192491e-06 7.044039867579742e-05 
कर्णलता: 0.9999199349066623 9.62469466192491e-06 7.044039867579742e-05 
सावर्णि: 0.9999107924247879 9.277466854423123e-06 7.993010835771354e-05 
साधुज: 0.999513624999255 1.4640691927538217e-05 0.00047173430881740683 
आरज: 0.999513624999255 1.4640691927538217e-05 0.00047173430881740683 
सुजात: 0.999513624999255 1.4640691927538217e-05 0.00047173430881740683 
रविनंदन: 0.9999107924247879 9.277466854423123e-06 7.993010835771079e-05 
रविनन्दन: 0.9999107924247879 9.277466854423123e-06 7.993010835770526e-05 
सावर्णि मनु: 0.9999107924247879 9.277466854423123e-06 7.993010835769421e-05 
सुजातिया: 0.999513624999255 1.4640691927538217e-05 0.00047173430881740683 
अर्कसावर्णि: 0.9999107924247879 9.277466854423123e-06 7.993010835767212e-05 
रविनन्द: 0.9999107941625232 9.27751397736855e-06 7.992832349944271e-05 
रविनंद: 0.9999107938022312 9.27751658500259e-06 7.992868118370208e-05 
शॉपिंग माल: 0.999927737438892 9.70891253199521e-06 6.255364857607946e-05 
म्लेच्छ जाति: 0.999927737438892 9.70891253199521e-06 6.255364857607946e-05 
प्लाज़ा: 0.999927737438892 9.70891253199521e-06 6.255364857607946e-05 
मॉल: 0.999927737438892 9.70891253199521e-06 6.255364857607946e-05 
रेवन्यू: 0.9999277035428922 9.710846552154052e-06 6.25856105557225e-05 
मलिच्छ: 0.999927737438892 9.70891253199521e-06 6.255364857607946e-05 
शापिंग सेंटर: 0.999927737438892 9.70891253199521e-06 6.255364857607946e-05 
शॉपिंग मॉल: 0.999927737438892 9.70891253199521e-06 6.255364857607946e-05 
शापिंग सेन्टर: 0.999927737438892 9.70891253199521e-06 6.255364857607946e-05 
रेवेन्यू: 0.9999277035428922 9.710846552154052e-06 6.25856105557225e-05 
राजस्व: 0.9999277035428922 9.710846552154052e-06 6.25856105557225e-05 
शॉपिंग सेंटर: 0.999927737438892 9.70891253199521e-06 6.255364857607946e-05 
म्लेच्छ: 0.999927737438892 9.70891253199521e-06 6.255364857607946e-05 
शापिंग माल: 0.999927737438892 9.70891253199521e-06 6.255364857607946e-05 
रेवनू: 0.9999277035428922 9.710846552154052e-06 6.25856105557225e-05 
मलिक्ष: 0.999927737438892 9.70891253199521e-06 6.255364857607946e-05 
शॉपिंग सेन्टर: 0.999927737438892 9.70891253199521e-06 6.255364857607946e-05 
नेकलेस: 0.9999277286664443 9.709404094802514e-06 6.256192946092392e-05 
ध्रुवक: 0.0 0.0 1.0 
ध्रुवका: 0.0 0.0 1.0 
ध्रुपद: 0.0 0.0 1.0 
ध्रुवपद: 0.0 0.0 1.0 
सतवन्ती: 0.0 0.0 1.0 
सतवंती: 0.0 0.0 1.0 
दाक्षायणी: 0.0 0.0 1.0 
दक्ष सुता: 0.0 0.0 1.0 
दक्षजा: 0.0 0.0 1.0 
क्षपणक: 0.9990094731714028 1.5052173800913068e-05 0.0009754746547963224 
नागमण्डलिक: 0.9990094731715392 1.5052173798839111e-05 0.0009754746546619171 
दिगम्बर: 0.9990094731714028 1.5052173800913068e-05 0.0009754746547963224 
नागमंडलिक: 0.9990094731715403 1.5052173798822652e-05 0.0009754746546608503 
दिगंबर साधु: 0.9990094731714028 1.5052173800913068e-05 0.0009754746547963224 
व्यालिक: 0.9990094731715425 1.5052173798788935e-05 0.0009754746546586653 
नाथ: 0.9990094731716134 1.5052173797712119e-05 0.0009754746545888809 
नग्नक: 0.9990094731714028 1.5052173800913068e-05 0.0009754746547963224 
दिगम्बर साधु: 0.9990094731714028 1.5052173800913068e-05 0.0009754746547963224 
सँपेरा: 0.9990094731715382 1.5052173798855315e-05 0.0009754746546629671 
दिगंबर: 0.9990094731714028 1.5052173800913068e-05 0.0009754746547963224 
सपेरा: 0.9990094731715382 1.5052173798855315e-05 0.0009754746546629671 
गारुड़िक: 0.9990094731715382 1.5052173798855315e-05 0.0009754746546629671 
अंबा नदी: 0.9999270041195472 9.763289100400326e-06 6.323259135246823e-05 
ससुर खदेरी नदी: 0.9999270041195472 9.763289100400326e-06 6.323259135246823e-05 
अम्बा नदी: 0.9999270041195472 9.763289100400326e-06 6.323259135246823e-05 
ससुरखदेरी नदी: 0.9999270041195472 9.763289100400326e-06 6.323259135246823e-05 
ससुरखदेरी: 0.9999270041195472 9.763289100400326e-06 6.323259135246823e-05 
ससुर खदेरी: 0.9999270041195472 9.763289100400326e-06 6.323259135246823e-05 
अम्ल: 0.9999270041195472 9.763289100400326e-06 6.323259135246823e-05 
शैलपुत्री: 0.9999270064002507 9.763351185910052e-06 6.323024856343545e-05 
हिमालयपुत्री: 0.9999270064002507 9.763351185910052e-06 6.323024856343545e-05 
हिमालय-पुत्री: 0.9999270064002507 9.763351185910052e-06 6.323024856343545e-05 
गंगरैल: 0.9999270064002507 9.763351185910052e-06 6.323024856343545e-05 
गुरगुर्रा: 0.9999270064002507 9.763351185910052e-06 6.323024856343545e-05 
गिर्रिया: 0.9999270064002507 9.763351185910052e-06 6.323024856343545e-05 
गिर्री: 0.9999270064002507 9.763351185910052e-06 6.323024856343545e-05 
गुडगुडा: 0.9999270064002507 9.763351185910052e-06 6.323024856343545e-05 
शैल-पुत्री: 0.9999270064002507 9.763351185910052e-06 6.323024856343545e-05 
सफेद तुलसी: 0.9999213179550117 9.62623798875135e-06 6.905580699952231e-05 
गंध-पत्र: 0.9999213179550115 9.626237988751342e-06 6.905580699973396e-05 
इंद्रायन: 0.9999211447550952 9.622432651596273e-06 6.923281225319426e-05 
इंद्रवल्ली: 0.9999211447550952 9.622432651594906e-06 6.923281225326667e-05 
इँदारुन: 0.9999211447550953 9.622432651597788e-06 6.923281225311399e-05 
माहर: 0.9999211447550953 9.622432651597942e-06 6.923281225310584e-05 
इनारू: 0.9999211447550953 9.622432651598254e-06 6.923281225308928e-05 
अस्रार्जक: 0.9999213179550117 9.626237988751348e-06 6.905580699955214e-05 
गन्ध-पत्र: 0.9999213179550114 9.626237988751338e-06 6.905580699982055e-05 
इंद्रवारु: 0.9999211447550956 9.622432651605108e-06 6.923281225272607e-05 
स्थूलांशी: 0.9999213179550115 9.626237988751342e-06 6.905580699970871e-05 
इंदारुन: 0.9999211447550953 9.62243265159714e-06 6.923281225314828e-05 
श्वेत तुलसी: 0.9999213179550119 9.626237988751357e-06 6.905580699931729e-05 
इन्द्रवल्ली: 0.9999211447550952 9.622432651596546e-06 6.92328122531798e-05 
इन्द्रवारु: 0.9999211447550955 9.62243265160332e-06 6.923281225282075e-05 
इन्द्रायन: 0.9999211447550953 9.622432651597635e-06 6.923281225312205e-05 
पार्वती नदी: 0.9999270064002507 9.763351185910052e-06 6.323024856343545e-05 
गौरवर्ण स्त्री: 0.9999270064002507 9.763351185910052e-06 6.323024856343545e-05 
गोरी: 0.9999270064002507 9.763351185910052e-06 6.323024856343545e-05 
गौरांगी: 0.9999270064002507 9.763351185910052e-06 6.323024856343545e-05 
महागौरी नदी: 0.9999270064002507 9.763351185910052e-06 6.323024856343545e-05 
अश्रेष्ठ: 0.9971149970590478 0.0027830615270444488 0.00010194141390777763 
मेरु: 0.9999217752360036 1.1851041145782679e-05 6.637372285063362e-05 
मेरुपर्वत: 0.9999217752360036 1.1851041145782679e-05 6.637372285063362e-05 
उच्चैःश्रवा: 0.9982544770515149 0.0010866116487482614 0.0006589112997367947 
श्रोतहीन: 0.9982544770515149 0.0010866116487482614 0.0006589112997367947 
बहिरा: 0.9982544770515149 0.0010866116487482614 0.0006589112997367947 
दुपहरी: 0.9903491743046781 0.00103560408627732 0.008615221609044578 
दोपहरी: 0.9903491743046781 0.00103560408627732 0.008615221609044578 
मध्याह्न: 0.9903491743046781 0.00103560408627732 0.008615221609044578 
दिवामध्य: 0.9903491743046781 0.00103560408627732 0.008615221609044578 
अर्धभास्कर: 0.9903491743046781 0.00103560408627732 0.008615221609044578 
अर्द्धभास्कर: 0.9903491743046781 0.00103560408627732 0.008615221609044578 
दोपहर: 0.9903491743046781 0.00103560408627732 0.008615221609044578 
दुपहर: 0.9903491743046781 0.00103560408627732 0.008615221609044578 
आसाम: 0.9996473749250283 2.60310586563454e-06 0.00035002196910603983 
श्वेत-पत्र: 0.9982544770515149 0.0010866116487482614 0.0006589112997367947 
शालसार: 0.9999206720414914 1.0524127817574206e-05 6.880383069102279e-05 
शैलसंभव: 0.9993728981374104 0.00016616074374007291 0.0004609411188495454 
शल्लकीद्रव: 0.9999268029830702 9.691948946514688e-06 6.350506798325424e-05 
शिलाकुसुम: 0.9993728981374104 0.00016616074374007291 0.0004609411188495454 
शिलानिर्यास: 0.9993728981374104 0.00016616074374007291 0.0004609411188495454 
जन्तुनाशक: 0.9999211132274044 1.0650696738751518e-05 6.823607585683622e-05 
जंतुनाशक: 0.9999211132274044 1.0650696738751518e-05 6.823607585683622e-05 
शिलापुष्प: 0.9993728981374104 0.00016616074374007291 0.0004609411188495454 
दीप्त: 0.9999211132274044 1.0650696738751518e-05 6.823607585683622e-05 
शिलाज: 0.9993728981374104 0.00016616074374007291 0.0004609411188495454 
शिलास्वेद: 0.9993728981374104 0.00016616074374007291 0.0004609411188495454 
जातुक: 0.9999211132274044 1.0650696738751518e-05 6.823607585683622e-05 
शिलाजित: 0.9993728981374104 0.00016616074374007291 0.0004609411188495454 
शैलसम्भव: 0.9993728981374104 0.00016616074374007291 0.0004609411188495454 
शिलाजीत: 0.9993728981374104 0.00016616074374007291 0.0004609411188495454 
सिल्हक: 0.9999268029830702 9.691948946514688e-06 6.350506798325424e-05 
शल्लकीरस: 0.9999268029830702 9.691948946514688e-06 6.350506798325424e-05 
शिलाव्याधि: 0.9993728981374104 0.00016616074374007291 0.0004609411188495454 
शिलारस: 0.9999268029830702 9.691948946514688e-06 6.350506798325424e-05 
वेलन: 0.9999211132274044 1.0650696738751518e-05 6.823607585683622e-05 
अरुणसार: 0.9999211132274044 1.0650696738751518e-05 6.823607585683622e-05 
श्वेतधातु: 0.9993728576523754 0.00016617147090248894 0.0004609708767221622 
खड़ी: 0.9993728576523754 0.00016617147090248894 0.0004609708767221622 
खटिका: 0.9993728576523754 0.00016617147090248894 0.0004609708767221622 
धवलमृत्तिका: 0.9993728576523754 0.00016617147090248894 0.0004609708767221622 
गदही: 0.9993728576523754 0.00016617147090248894 0.0004609708767221622 
खरी मिट्टी: 0.9993728576523754 0.00016617147090248894 0.0004609708767221622 
गधी: 0.9993728576523754 0.00016617147090248894 0.0004609708767221622 
वामी: 0.9993728576523754 0.00016617147090248894 0.0004609708767221622 
दुद्धी: 0.9993728576523754 0.00016617147090248894 0.0004609708767221622 
खरिया: 0.9999176447368172 9.735748940955301e-06 7.261951424183869e-05 
गर्दभी: 0.9993728576523754 0.00016617147090248894 0.0004609708767221622 
खड़िया: 0.9993728576523754 0.00016617147090248894 0.0004609708767221622 
खड़िया मिट्टी: 0.9993728576523754 0.00016617147090248894 0.0004609708767221622 
हंसोपनिषद्: 0.9982544770515149 0.0010866116487482614 0.0006589112997367947 
हंस उपनिषद्: 0.9982544770515149 0.0010866116487482614 0.0006589112997367947 
हंस उपनिषद: 0.9982544770515149 0.0010866116487482614 0.0006589112997367947 
हंसोपनिषद: 0.9982544770515149 0.0010866116487482614 0.0006589112997367947 
हंस-मांस: 0.9982544770515149 0.0010866116487482614 0.0006589112997367947 
हंस का मांस: 0.9982544770515149 0.0010866116487482614 0.0006589112997367947 
गहराई मापना: 0.0 0.0 1.0 
गहराई नापना: 0.0 0.0 1.0 
दर्द होना: 0.0 0.0 1.0 
पीड़ा होना: 0.0 0.0 1.0 
पिराना: 0.0 0.0 1.0 
दुखना: 0.0 0.0 1.0 
दर्द करना: 0.0 0.0 1.0 
तातार भाषा: 0.0 1.0 0.0 
